   5.15E+06 3.95E-09 6.90E-10 6.49E-10 3.31E-09 1.50E-06 6.90E-04 3.68E-03 5.03E-05 4.24E-05 3.97E-05 2.99E-04
   5.45E+06 5.46E-09 1.14E-09 7.31E-10 5.24E-09 2.24E-06 6.91E-04 3.69E-03 5.03E-05 4.24E-05 3.98E-05 3.00E-04
   5.75E+06 7.52E-09 2.14E-09 8.15E-10 7.09E-09 2.94E-06 6.91E-04 3.69E-03 5.04E-05 4.25E-05 3.98E-05 3.00E-04
   6.05E+06 1.03E-08 5.49E-09 8.98E-10 8.72E-09 3.57E-06 6.91E-04 3.69E-03 5.04E-05 4.25E-05 3.98E-05 3.00E-04
   6.35E+06 1.40E-08 1.42E-08 9.79E-10 1.01E-08 4.09E-06 6.91E-04 3.69E-03 5.05E-05 4.25E-05 3.98E-05 3.00E-04
   6.65E+06 1.88E-08 3.23E-08 1.06E-09 1.16E-08 4.55E-06 6.91E-04 3.69E-03 5.05E-05 4.25E-05 3.98E-05 3.01E-04
   6.95E+06 2.43E-08 6.58E-08 1.13E-09 1.36E-08 4.98E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   7.25E+06 3.00E-08 1.23E-07 1.19E-09 1.69E-08 5.41E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   7.55E+06 3.53E-08 2.23E-07 1.24E-09 2.23E-08 5.83E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   7.85E+06 3.97E-08 4.08E-07 1.28E-09 3.20E-08 6.26E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   8.15E+06 4.30E-08 7.20E-07 1.31E-09 4.85E-08 6.66E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   8.45E+06 4.52E-08 1.13E-06 1.33E-09 7.10E-08 7.00E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   8.75E+06 4.65E-08 1.55E-06 1.34E-09 9.42E-08 7.26E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   9.05E+06 4.71E-08 1.91E-06 1.34E-09 1.14E-07 7.43E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   9.35E+06 4.75E-08 2.17E-06 1.34E-09 1.29E-07 7.54E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   9.65E+06 4.76E-08 2.32E-06 1.35E-09 1.38E-07 7.60E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04
   9.95E+06 4.77E-08 2.41E-06 1.35E-09 1.43E-07 7.63E-06 6.92E-04 3.69E-03 5.06E-05 4.25E-05 3.98E-05 3.01E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 2.64E-06 3.64E-09 8.13E-07 8.68E-12 2.94E-03 3.88E-06 2.69E-07 2.75E-08 5.07E-07 4.77E-10
   3.50E+05 0.00E+00 3.27E-06 5.68E-09 1.20E-06 4.19E-11 3.37E-03 5.04E-06 3.84E-07 4.35E-08 6.67E-07 8.02E-10
   6.50E+05 0.00E+00 3.79E-06 8.98E-09 1.77E-06 1.68E-10 3.72E-03 6.25E-06 5.50E-07 6.79E-08 9.03E-07 1.28E-07
   9.50E+05 2.60-286 4.30E-06 1.46E-08 2.70E-06 5.81E-10 4.04E-03 7.84E-06 8.02E-07 1.06E-07 1.27E-06 2.15E-09
   1.25E+06 1.42-178 4.96E-06 2.54E-08 4.46E-06 2.07E-09 4.35E-03 1.06E-05 1.23E-06 1.75E-07 1.93E-06 3.67E-09
   1.55E+06 1.96-119 6.39E-06 5.68E-08 9.47E-06 9.10E-09 4.62E-03 1.83E-05 2.23E-06 3.36E-07 3.70E-06 7.35E-09
   1.85E+06 1.58E-80 9.94E-06 1.27E-07 2.07E-05 3.53E-08 4.84E-03 3.91E-05 3.88E-06 6.11E-07 7.29E-06 1.40E-08
   2.15E+06 2.02E-54 1.68E-05 2.13E-07 3.53E-05 9.17E-08 5.00E-03 7.97E-05 5.32E-06 8.77E-07 1.12E-05 2.14E-08
   2.45E+06 4.07E-37 2.54E-05 2.78E-07 4.77E-05 1.77E-07 5.11E-03 1.33E-04 6.15E-06 1.08E-06 1.34E-05 2.82E-08
   2.75E+06 7.11E-26 3.21E-05 3.21E-07 5.64E-05 2.90E-07 5.18E-03 1.77E-04 6.68E-06 1.25E-06 1.46E-05 3.52E-08
   3.05E+06 1.13E-18 3.63E-05 3.53E-07 6.24E-05 4.23E-07 5.22E-03 2.05E-04 7.09E-06 1.41E-06 1.54E-05 4.27E-08
   3.35E+06 4.29E-14 3.86E-05 3.78E-07 6.67E-05 5.66E-07 5.25E-03 2.21E-04 7.44E-06 1.57E-06 1.60E-05 5.03E-08
   3.65E+06 3.41E-11 3.97E-05 4.00E-07 6.99E-05 7.14E-07 5.27E-03 2.30E-04 7.74E-06 1.71E-06 1.66E-05 5.79E-08
   3.95E+06 2.36E-09 4.02E-05 4.19E-07 7.25E-05 8.61E-07 5.28E-03 2.34E-04 8.01E-06 1.84E-06 1.71E-05 6.52E-08
   4.25E+06 3.50E-08 4.04E-05 4.36E-07 7.47E-05 9.99E-07 5.28E-03 2.37E-04 8.23E-06 1.95E-06 1.75E-05 7.21E-08
   4.55E+06 1.98E-07 4.06E-05 4.51E-07 7.64E-05 1.12E-06 5.29E-03 2.39E-04 8.43E-06 2.05E-06 1.80E-05 7.86E-08
   4.85E+06 6.04E-07 4.07E-05 4.63E-07 7.80E-05 1.23E-06 5.29E-03 2.40E-04 8.60E-06 2.15E-06 1.83E-05 8.49E-08
   5.15E+06 1.24E-06 4.08E-05 4.74E-07 7.93E-05 1.33E-06 5.29E-03 2.41E-04 8.77E-06 2.23E-06 1.87E-05 9.12E-08
   5.45E+06 1.96E-06 4.08E-05 4.84E-07 8.04E-05 1.42E-06 5.29E-03 2.42E-04 8.92E-06 2.32E-06 1.91E-05 9.74E-08
   5.75E+06 2.65E-06 4.08E-05 4.93E-07 8.14E-05 1.50E-06 5.29E-03 2.43E-04 9.05E-06 2.39E-06 1.94E-05 1.03E-07
   6.05E+06 3.23E-06 4.09E-05 5.00E-07 8.23E-05 1.57E-06 5.29E-03 2.43E-04 9.17E-06 2.45E-06 1.97E-05 1.09E-07
   6.35E+06 3.67E-06 4.09E-05 5.07E-07 8.31E-05 1.63E-06 5.30E-03 2.44E-04 9.27E-06 2.51E-06 1.99E-05 1.13E-07
   6.65E+06 3.97E-06 4.09E-05 5.13E-07 8.37E-05 1.69E-06 5.30E-03 2.44E-04 9.35E-06 2.56E-06 2.01E-05 1.18E-07
   6.95E+06 4.18E-06 4.09E-05 5.18E-07 8.43E-05 1.73E-06 5.30E-03 2.45E-04 9.42E-06 2.60E-06 2.03E-05 1.21E-07
   7.25E+06 4.33E-06 4.10E-05 5.22E-07 8.48E-05 1.77E-06 5.30E-03 2.45E-04 9.47E-06 2.62E-06 2.05E-05 1.24E-07
   7.55E+06 4.45E-06 4.10E-05 5.25E-07 8.52E-05 1.80E-06 5.30E-03 2.45E-04 9.50E-06 2.64E-06 2.05E-05 1.25E-07
   7.85E+06 4.55E-06 4.10E-05 5.28E-07 8.54E-05 1.82E-06 5.30E-03 2.46E-04 9.52E-06 2.65E-06 2.06E-05 1.27E-07
   8.15E+06 4.63E-06 4.10E-05 5.29E-07 8.56E-05 1.83E-06 5.30E-03 2.46E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   8.45E+06 4.69E-06 4.10E-05 5.30E-07 8.57E-05 1.84E-06 5.30E-03 2.46E-04 9.54E-06 2.67E-06 2.06E-05 1.28E-07
   8.75E+06 4.73E-06 4.10E-05 5.31E-07 8.57E-05 1.84E-06 5.30E-03 2.46E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   9.05E+06 4.76E-06 4.10E-05 5.31E-07 8.58E-05 1.84E-06 5.30E-03 2.46E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.35E+06 4.78E-06 4.10E-05 5.31E-07 8.58E-05 1.84E-06 5.30E-03 2.46E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.65E+06 4.79E-06 4.10E-05 5.31E-07 8.58E-05 1.84E-06 5.30E-03 2.46E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.95E+06 4.80E-06 4.10E-05 5.31E-07 8.58E-05 1.84E-06 5.30E-03 2.46E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 3.47E-07 1.65E-03 1.83E-04 1.32E-03 3.15E-03 4.58E-05 4.01E-10 8.98E-09
   3.50E+05 4.89E-07 1.81E-03 2.07E-04 1.45E-03 3.56E-03 5.19E-05 6.01E-10 1.36E-08
   6.50E+05 6.95E-07 1.70E-03 2.79E-04 2.44E-03 4.72E-03 4.01E-04 2.76E-03 8.04E-07
   9.50E+05 1.01E-06 1.92E-03 2.25E-04 1.58E-03 3.87E-03 6.03E-05 4.28E-09 3.14E-08
   1.25E+06 1.54E-06 1.92E-03 2.28E-04 1.63E-03 3.94E-03 6.64E-05 2.58E-08 5.05E-08
   1.55E+06 2.78E-06 1.93E-03 2.35E-04 1.77E-03 4.08E-03 8.50E-05 7.24E-07 9.55E-08
   1.85E+06 4.83E-06 1.95E-03 2.49E-04 2.04E-03 4.38E-03 1.37E-04 3.42E-05 1.72E-07
   2.15E+06 6.62E-06 1.97E-03 2.70E-04 2.33E-03 4.76E-03 2.36E-04 5.58E-04 2.45E-07
   2.45E+06 7.61E-06 1.97E-03 2.92E-04 2.51E-03 5.04E-03 3.29E-04 1.64E-03 2.99E-07
   2.75E+06 8.20E-06 1.97E-03 3.03E-04 2.58E-03 5.18E-03 3.75E-04 2.29E-03 3.46E-07
   3.05E+06 8.64E-06 1.97E-03 3.08E-04 2.61E-03 5.23E-03 3.95E-04 2.58E-03 3.91E-07
   3.35E+06 8.99E-06 1.97E-03 3.10E-04 2.63E-03 5.26E-03 4.03E-04 2.69E-03 4.35E-07
   3.65E+06 9.29E-06 1.98E-03 3.11E-04 2.64E-03 5.27E-03 4.06E-04 2.74E-03 4.77E-07
   3.95E+06 9.55E-06 1.98E-03 3.11E-04 2.64E-03 5.27E-03 4.07E-04 2.76E-03 5.15E-07
   4.25E+06 9.77E-06 1.98E-03 3.12E-04 2.64E-03 5.28E-03 4.08E-04 2.76E-03 5.51E-07
   4.55E+06 9.95E-06 1.98E-03 3.12E-04 2.64E-03 5.28E-03 4.08E-04 2.77E-03 5.83E-07
   4.85E+06 1.01E-05 1.98E-03 3.12E-04 2.64E-03 5.28E-03 4.08E-04 2.77E-03 6.14E-07
   5.15E+06 1.03E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 6.43E-07
   5.45E+06 1.04E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 6.72E-07
   5.75E+06 1.05E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 6.98E-07
   6.05E+06 1.06E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.21E-07
   6.35E+06 1.07E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.43E-07
   6.65E+06 1.08E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.61E-07
   6.95E+06 1.08E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.76E-07
   7.25E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.86E-07
   7.55E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.94E-07
   7.85E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 7.98E-07
   8.15E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.01E-07
   8.45E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.02E-07
   8.75E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.03E-07
   9.05E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.03E-07
   9.35E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.04E-07
   9.65E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.04E-07
   9.95E+06 1.09E-05 1.98E-03 3.12E-04 2.65E-03 5.28E-03 4.09E-04 2.77E-03 8.04E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.25E-02 2.98E-05 9.54E-04 7.09E-07 1.18E-06 7.95E-05 4.53E-07 2.14E-09
   3.50E+05 2.28E-02 3.52E-05 1.09E-03 9.99E-07 1.73E-06 1.01E-04 5.19E-07 3.47E-09
   6.50E+05 2.25E-02 3.17E-04 3.25E-03 1.46E-06 2.60E-06 1.19E-04 5.73E-07 5.69E-09
   9.50E+05 2.28E-02 4.47E-05 1.21E-03 2.24E-06 4.07E-06 1.36E-04 6.22E-07 9.57E-09
   1.25E+06 2.27E-02 5.27E-05 1.25E-03 3.75E-06 6.94E-06 1.59E-04 6.69E-07 1.74E-08
   1.55E+06 2.26E-02 7.47E-05 1.34E-03 8.38E-06 1.56E-05 2.10E-04 7.09E-07 4.04E-08
   1.85E+06 2.26E-02 1.25E-04 1.59E-03 1.92E-05 3.75E-05 3.36E-04 7.39E-07 9.37E-08
   2.15E+06 2.25E-02 2.00E-04 2.12E-03 3.23E-05 6.96E-05 5.42E-04 7.61E-07 1.62E-07
   2.45E+06 2.25E-02 2.66E-04 2.79E-03 4.10E-05 9.59E-05 7.34E-04 7.76E-07 2.19E-07
   2.75E+06 2.25E-02 2.99E-04 3.15E-03 4.54E-05 1.12E-04 8.58E-04 7.85E-07 2.66E-07
   3.05E+06 2.25E-02 3.13E-04 3.31E-03 4.78E-05 1.20E-04 9.29E-04 7.91E-07 3.10E-07
   3.35E+06 2.25E-02 3.18E-04 3.38E-03 4.92E-05 1.25E-04 9.66E-04 7.95E-07 3.52E-07
   3.65E+06 2.25E-02 3.20E-04 3.40E-03 5.01E-05 1.28E-04 9.86E-04 7.98E-07 3.94E-07
   3.95E+06 2.25E-02 3.21E-04 3.41E-03 5.08E-05 1.30E-04 9.95E-04 7.99E-07 4.35E-07
   4.25E+06 2.25E-02 3.22E-04 3.42E-03 5.13E-05 1.32E-04 1.00E-03 8.00E-07 4.75E-07
   4.55E+06 2.25E-02 3.22E-04 3.42E-03 5.19E-05 1.33E-04 1.00E-03 8.01E-07 5.13E-07
   4.85E+06 2.25E-02 3.22E-04 3.42E-03 5.28E-05 1.34E-04 1.01E-03 8.01E-07 5.48E-07
   5.15E+06 2.25E-02 3.22E-04 3.42E-03 5.39E-05 1.34E-04 1.01E-03 8.01E-07 5.81E-07
   5.45E+06 2.25E-02 3.22E-04 3.42E-03 5.51E-05 1.35E-04 1.01E-03 8.01E-07 6.13E-07
   5.75E+06 2.25E-02 3.22E-04 3.42E-03 5.63E-05 1.35E-04 1.01E-03 8.02E-07 6.43E-07
   6.05E+06 2.25E-02 3.22E-04 3.42E-03 5.72E-05 1.36E-04 1.01E-03 8.02E-07 6.71E-07
   6.35E+06 2.25E-02 3.22E-04 3.42E-03 5.80E-05 1.36E-04 1.01E-03 8.02E-07 6.97E-07
   6.65E+06 2.25E-02 3.22E-04 3.42E-03 5.85E-05 1.36E-04 1.01E-03 8.02E-07 7.21E-07
   6.95E+06 2.25E-02 3.22E-04 3.42E-03 5.89E-05 1.36E-04 1.01E-03 8.02E-07 7.43E-07
   7.25E+06 2.25E-02 3.22E-04 3.42E-03 5.92E-05 1.37E-04 1.01E-03 8.02E-07 7.61E-07
   7.55E+06 2.25E-02 3.22E-04 3.42E-03 5.94E-05 1.37E-04 1.01E-03 8.02E-07 7.76E-07
   7.85E+06 2.25E-02 3.22E-04 3.42E-03 5.96E-05 1.37E-04 1.01E-03 8.02E-07 7.87E-07
   8.15E+06 2.25E-02 3.22E-04 3.43E-03 5.97E-05 1.37E-04 1.01E-03 8.02E-07 7.94E-07
   8.45E+06 2.25E-02 3.22E-04 3.43E-03 5.99E-05 1.37E-04 1.01E-03 8.02E-07 7.99E-07
   8.75E+06 2.25E-02 3.22E-04 3.43E-03 6.00E-05 1.37E-04 1.01E-03 8.02E-07 8.01E-07
   9.05E+06 2.25E-02 3.22E-04 3.43E-03 6.01E-05 1.37E-04 1.01E-03 8.02E-07 8.02E-07
   9.35E+06 2.25E-02 3.22E-04 3.43E-03 6.02E-05 1.37E-04 1.01E-03 8.02E-07 8.03E-07
   9.65E+06 2.25E-02 3.22E-04 3.43E-03 6.03E-05 1.37E-04 1.01E-03 8.02E-07 8.03E-07
   9.95E+06 2.25E-02 3.22E-04 3.43E-03 6.03E-05 1.37E-04 1.01E-03 8.02E-07 8.04E-07
 N = 409  EMAX = 1.56E-01 FOR HSO     AT Z = 1.95E+06 U = 9.15E-28 RHS =-1.43E-28  DT = 4.34E+17  TIME = 5.00E+17
 
 BEFOREOUT
 N=                   409 NN=                 10000 SN=  0.000000000000000E+000 
 NS=                     0

 TIME = 0.5000E+18     TIMEY =   1.5855E+10 YEARS

 NPHOT =872

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  5.00E+04 2.10E-10 3.34E-15 1.13E-02 1.29E-13 2.75E-11 4.61E-09 1.25E-08 3.15E-18 5.50E-07 1.60E-06 9.00E-08 3.11E-09
  1.50E+05 2.23E-10 5.27E-15 6.98E-03 1.46E-13 2.56E-11 4.32E-09 1.68E-08 3.07E-18 5.50E-07 1.59E-06 7.63E-08 3.15E-09
  2.50E+05 2.27E-10 8.94E-15 4.15E-03 1.64E-13 2.34E-11 3.77E-09 2.43E-08 2.96E-18 5.49E-07 1.58E-06 6.57E-08 3.03E-09
  3.50E+05 2.19E-10 1.52E-14 2.26E-03 1.75E-13 2.06E-11 3.07E-09 3.52E-08 2.71E-18 5.49E-07 1.58E-06 5.75E-08 2.72E-09
  5.50E+05 1.79E-10 4.25E-14 7.83E-04 2.19E-13 1.73E-11 1.86E-09 6.80E-08 2.73E-18 5.50E-07 1.57E-06 4.58E-08 1.93E-09
  7.50E+05 1.19E-10 1.00E-13 1.66E-04 2.07E-13 1.19E-11 9.78E-10 1.15E-07 2.04E-18 5.50E-07 1.56E-06 3.89E-08 1.09E-09
  9.50E+05 6.84E-11 1.93E-13 1.30E-05 1.63E-13 6.91E-12 4.66E-10 1.73E-07 1.22E-18 5.50E-07 1.56E-06 3.48E-08 4.74E-10
  1.15E+06 3.05E-11 4.53E-13 9.46E-07 1.78E-13 4.29E-12 1.64E-10 2.90E-07 1.15E-18 5.50E-07 1.55E-06 2.99E-08 1.10E-10
  1.35E+06 2.47E-11 1.94E-12 1.05E-06 2.75E-13 4.05E-12 6.28E-11 6.22E-07 1.77E-18 5.46E-07 1.49E-06 2.12E-08 3.11E-11
  1.55E+06 3.22E-11 6.29E-12 1.35E-06 6.33E-13 6.40E-12 7.68E-11 9.62E-07 4.47E-18 5.30E-07 1.35E-06 1.51E-08 2.51E-11
  1.75E+06 3.93E-11 1.47E-11 1.83E-06 1.73E-12 1.14E-11 1.09E-10 9.78E-07 1.69E-17 4.99E-07 1.13E-06 1.32E-08 2.49E-11
  1.95E+06 3.99E-11 3.03E-11 2.38E-06 4.68E-12 1.79E-11 1.16E-10 7.67E-07 7.01E-17 4.56E-07 8.72E-07 1.16E-08 2.38E-11
  2.15E+06 3.52E-11 6.01E-11 2.88E-06 1.15E-11 2.32E-11 8.92E-11 4.83E-07 2.95E-16 4.12E-07 6.43E-07 9.84E-09 1.90E-11
  2.35E+06 2.87E-11 1.10E-10 3.27E-06 2.38E-11 2.76E-11 6.71E-11 2.74E-07 1.17E-15 3.79E-07 4.66E-07 8.76E-09 1.35E-11
  2.55E+06 2.28E-11 1.82E-10 3.54E-06 4.14E-11 3.42E-11 6.25E-11 1.67E-07 4.08E-15 3.62E-07 3.38E-07 8.59E-09 9.94E-12
  2.75E+06 1.81E-11 2.83E-10 3.71E-06 6.54E-11 4.46E-11 6.77E-11 1.09E-07 1.29E-14 3.62E-07 2.49E-07 9.07E-09 7.62E-12
  2.95E+06 1.44E-11 4.18E-10 3.82E-06 9.76E-11 5.95E-11 7.87E-11 7.35E-08 3.74E-14 3.81E-07 1.86E-07 1.01E-08 5.96E-12
  3.15E+06 1.15E-11 5.93E-10 3.86E-06 1.39E-10 7.97E-11 9.46E-11 5.05E-08 1.02E-13 4.20E-07 1.43E-07 1.16E-08 4.68E-12
  3.35E+06 9.10E-12 8.11E-10 3.86E-06 1.92E-10 1.06E-10 1.15E-10 3.49E-08 2.58E-13 4.81E-07 1.12E-07 1.37E-08 3.65E-12
  3.55E+06 7.15E-12 1.08E-09 3.81E-06 2.57E-10 1.38E-10 1.39E-10 2.39E-08 6.22E-13 5.68E-07 8.99E-08 1.64E-08 2.82E-12
  3.75E+06 5.59E-12 1.40E-09 3.73E-06 3.35E-10 1.78E-10 1.67E-10 1.63E-08 1.43E-12 6.79E-07 7.30E-08 2.01E-08 2.15E-12
  3.95E+06 4.51E-12 1.78E-09 3.62E-06 4.32E-10 2.28E-10 2.01E-10 1.10E-08 3.22E-12 8.16E-07 5.89E-08 2.52E-08 1.60E-12
  4.15E+06 4.57E-12 2.23E-09 3.47E-06 5.63E-10 2.96E-10 2.49E-10 7.35E-09 7.21E-12 9.80E-07 4.62E-08 3.37E-08 1.15E-12
  4.35E+06 6.80E-12 2.70E-09 3.30E-06 7.64E-10 4.03E-10 3.35E-10 4.74E-09 1.66E-11 1.17E-06 3.44E-08 4.95E-08 7.79E-13
  4.55E+06 1.06E-11 3.20E-09 3.09E-06 1.08E-09 5.76E-10 4.86E-10 3.00E-09 3.99E-11 1.39E-06 2.38E-08 7.82E-08 4.98E-13
  4.75E+06 1.37E-11 3.88E-09 2.86E-06 1.55E-09 8.24E-10 7.02E-10 1.94E-09 9.84E-11 1.64E-06 1.53E-08 1.25E-07 2.99E-13
  4.95E+06 1.44E-11 4.95E-09 2.58E-06 2.15E-09 1.12E-09 9.40E-10 1.32E-09 2.42E-10 1.92E-06 9.09E-09 1.95E-07 1.66E-13
  5.15E+06 1.27E-11 6.67E-09 2.27E-06 2.86E-09 1.43E-09 1.12E-09 9.41E-10 5.79E-10 2.24E-06 5.10E-09 2.98E-07 8.59E-14
  5.35E+06 1.03E-11 9.40E-09 1.93E-06 3.64E-09 1.69E-09 1.19E-09 6.98E-10 1.34E-09 2.56E-06 2.80E-09 4.59E-07 4.21E-14
  5.55E+06 7.92E-12 1.40E-08 1.59E-06 4.40E-09 1.86E-09 1.12E-09 5.41E-10 3.05E-09 2.90E-06 1.54E-09 7.36E-07 1.98E-14
  5.75E+06 6.07E-12 2.25E-08 1.26E-06 5.02E-09 1.91E-09 9.37E-10 4.46E-10 6.96E-09 3.23E-06 8.51E-10 1.24E-06 8.89E-15
  5.95E+06 4.82E-12 4.13E-08 9.48E-07 5.25E-09 1.78E-09 6.74E-10 4.04E-10 1.65E-08 3.53E-06 4.84E-10 2.11E-06 3.63E-15
  6.15E+06 3.87E-12 8.48E-08 6.87E-07 5.28E-09 1.58E-09 4.23E-10 3.84E-10 4.23E-08 3.77E-06 2.85E-10 3.48E-06 1.23E-15
  6.35E+06 3.41E-12 1.28E-06 4.61E-07 1.44E-09 5.26E-10 1.27E-10 1.69E-09 2.18E-07 3.91E-06 1.75E-10 5.43E-06 2.60E-16
  6.55E+06 8.30E-13 1.73E-05 2.94E-07 2.41E-10 7.32E-11 2.12E-11 8.66E-09 4.89E-07 3.93E-06 1.13E-10 7.54E-06 5.43E-17
  6.75E+06 2.31E-13 6.22E-05 1.91E-07 1.08E-10 2.10E-11 3.77E-12 1.63E-08 6.84E-07 3.94E-06 7.56E-11 9.58E-06 1.29E-17
  6.95E+06 1.03E-13 1.40E-04 1.28E-07 6.16E-11 8.05E-12 7.28E-13 2.13E-08 8.11E-07 3.93E-06 5.27E-11 1.16E-05 3.52E-18
  7.15E+06 5.99E-14 2.46E-04 8.88E-08 3.77E-11 3.61E-12 1.57E-13 2.28E-08 8.93E-07 3.93E-06 3.85E-11 1.35E-05 1.09E-18
  7.35E+06 4.00E-14 3.84E-04 6.30E-08 2.32E-11 1.75E-12 3.62E-14 2.17E-08 9.50E-07 3.92E-06 2.88E-11 1.55E-05 3.69E-19
  7.55E+06 2.81E-14 5.66E-04 4.43E-08 1.41E-11 8.68E-13 8.25E-15 1.91E-08 9.94E-07 3.92E-06 2.15E-11 1.80E-05 1.25E-19
  7.75E+06 2.06E-14 7.94E-04 3.08E-08 8.31E-12 4.41E-13 1.87E-15 1.56E-08 1.03E-06 3.91E-06 1.60E-11 2.08E-05 4.28E-20
  7.95E+06 1.58E-14 1.07E-03 2.13E-08 4.75E-12 2.28E-13 4.27E-16 1.18E-08 1.05E-06 3.90E-06 1.19E-11 2.41E-05 1.47E-20
  8.15E+06 1.25E-14 1.37E-03 1.46E-08 2.63E-12 1.20E-13 9.88E-17 8.26E-09 1.07E-06 3.90E-06 8.87E-12 2.78E-05 5.07E-21
  8.35E+06 1.03E-14 1.70E-03 9.94E-09 1.40E-12 6.41E-14 2.35E-17 5.38E-09 1.08E-06 3.89E-06 6.62E-12 3.20E-05 1.77E-21
  8.55E+06 8.81E-15 2.04E-03 6.77E-09 7.31E-13 3.47E-14 5.76E-18 3.28E-09 1.09E-06 3.88E-06 4.95E-12 3.65E-05 6.21E-22
  8.75E+06 7.73E-15 2.38E-03 4.61E-09 3.74E-13 1.90E-14 1.47E-18 1.89E-09 1.10E-06 3.87E-06 3.72E-12 4.12E-05 2.21E-22
  8.95E+06 6.98E-15 2.70E-03 3.16E-09 1.90E-13 1.05E-14 3.90E-19 1.03E-09 1.11E-06 3.86E-06 2.81E-12 4.59E-05 8.01E-23
  9.15E+06 6.47E-15 3.01E-03 2.19E-09 9.89E-14 5.82E-15 1.08E-19 5.46E-10 1.11E-06 3.84E-06 2.15E-12 5.06E-05 2.95E-23
  9.35E+06 6.13E-15 3.32E-03 1.54E-09 5.44E-14 3.25E-15 3.14E-20 2.80E-10 1.11E-06 3.82E-06 1.67E-12 5.50E-05 1.11E-23
  9.55E+06 5.98E-15 3.63E-03 1.11E-09 3.30E-14 1.81E-15 9.63E-21 1.41E-10 1.10E-06 3.80E-06 1.33E-12 5.91E-05 4.26E-24
  9.75E+06 6.02E-15 3.96E-03 8.43E-10 2.29E-14 9.97E-16 3.21E-21 6.94E-11 1.10E-06 3.76E-06 1.09E-12 6.29E-05 1.75E-24
  9.95E+06 6.31E-15 4.33E-03 6.97E-10 1.83E-14 5.39E-16 1.52E-21 3.39E-11 1.09E-06 3.71E-06 9.49E-13 6.63E-05 9.43E-25
     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  

 TP, TL
