   5.45E+06 2.14E-08 4.19E-08 1.13E-09 9.37E-09 3.79E-06 7.30E-04 3.96E-03 5.80E-05 4.68E-05 4.15E-05 3.73E-04
   5.75E+06 2.68E-08 7.95E-08 1.21E-09 1.20E-08 4.46E-06 7.30E-04 3.96E-03 5.81E-05 4.68E-05 4.15E-05 3.74E-04
   6.05E+06 3.22E-08 1.43E-07 1.27E-09 1.57E-08 5.08E-06 7.30E-04 3.96E-03 5.82E-05 4.68E-05 4.15E-05 3.75E-04
   6.35E+06 3.72E-08 2.54E-07 1.32E-09 2.16E-08 5.65E-06 7.31E-04 3.96E-03 5.82E-05 4.68E-05 4.15E-05 3.75E-04
   6.65E+06 4.12E-08 4.54E-07 1.36E-09 3.21E-08 6.17E-06 7.31E-04 3.96E-03 5.82E-05 4.68E-05 4.15E-05 3.75E-04
   6.95E+06 4.42E-08 7.70E-07 1.38E-09 4.91E-08 6.62E-06 7.31E-04 3.96E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   7.25E+06 4.60E-08 1.17E-06 1.40E-09 7.10E-08 6.98E-06 7.31E-04 3.96E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   7.55E+06 4.71E-08 1.57E-06 1.41E-09 9.34E-08 7.25E-06 7.31E-04 3.96E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   7.85E+06 4.77E-08 1.91E-06 1.41E-09 1.13E-07 7.43E-06 7.31E-04 3.96E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   8.15E+06 4.80E-08 2.17E-06 1.41E-09 1.28E-07 7.55E-06 7.31E-04 3.96E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   8.45E+06 4.82E-08 2.33E-06 1.42E-09 1.38E-07 7.61E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   8.75E+06 4.82E-08 2.43E-06 1.42E-09 1.43E-07 7.65E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   9.05E+06 4.83E-08 2.48E-06 1.42E-09 1.46E-07 7.67E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   9.35E+06 4.83E-08 2.51E-06 1.42E-09 1.48E-07 7.68E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   9.65E+06 4.83E-08 2.52E-06 1.42E-09 1.49E-07 7.69E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04
   9.95E+06 4.83E-08 2.53E-06 1.42E-09 1.49E-07 7.69E-06 7.31E-04 3.97E-03 5.83E-05 4.68E-05 4.15E-05 3.75E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 4.25E-06 4.22E-09 1.46E-06 5.82E-60 2.99E-03 9.04E-06 2.74E-07 1.38E-08 9.64E-07 7.22E-11
   3.50E+05 0.00E+00 5.77E-06 1.63E-08 3.59E-06 3.42E-20 3.43E-03 1.47E-05 9.46E-07 6.00E-08 2.77E-06 6.32E-10
   6.50E+05 0.00E+00 7.16E-06 4.07E-08 7.62E-06 3.93E-11 3.79E-03 2.15E-05 2.09E-06 1.84E-07 4.90E-06 1.42E-07
   9.50E+05 3.69-156 8.73E-06 8.23E-08 1.42E-05 3.40E-09 4.12E-03 3.11E-05 3.80E-06 4.56E-07 7.47E-06 8.76E-09
   1.25E+06 1.63E-91 1.12E-05 1.40E-07 2.33E-05 1.52E-08 4.43E-03 4.63E-05 5.82E-06 8.28E-07 1.08E-05 1.76E-08
   1.55E+06 1.17E-60 1.68E-05 2.17E-07 3.64E-05 4.59E-08 4.70E-03 8.02E-05 8.09E-06 1.27E-06 1.55E-05 2.89E-08
   1.85E+06 7.42E-41 2.57E-05 2.94E-07 5.07E-05 1.05E-07 4.91E-03 1.37E-04 9.87E-06 1.67E-06 1.95E-05 4.04E-08
   2.15E+06 3.95E-28 3.30E-05 3.56E-07 6.22E-05 1.98E-07 5.06E-03 1.85E-04 1.09E-05 1.97E-06 2.17E-05 5.05E-08
   2.45E+06 5.00E-20 3.79E-05 4.09E-07 7.13E-05 3.34E-07 5.16E-03 2.17E-04 1.15E-05 2.20E-06 2.30E-05 6.03E-08
   2.75E+06 6.68E-15 4.11E-05 4.56E-07 7.88E-05 5.14E-07 5.22E-03 2.39E-04 1.20E-05 2.40E-06 2.39E-05 7.04E-08
   3.05E+06 1.15E-11 4.32E-05 5.00E-07 8.53E-05 7.26E-07 5.27E-03 2.54E-04 1.23E-05 2.59E-06 2.47E-05 8.08E-08
   3.35E+06 1.27E-09 4.46E-05 5.38E-07 9.07E-05 9.48E-07 5.29E-03 2.65E-04 1.26E-05 2.75E-06 2.55E-05 9.13E-08
   3.65E+06 2.48E-08 4.56E-05 5.70E-07 9.52E-05 1.16E-06 5.31E-03 2.73E-04 1.29E-05 2.89E-06 2.61E-05 1.01E-07
   3.95E+06 1.64E-07 4.62E-05 5.97E-07 9.88E-05 1.35E-06 5.32E-03 2.78E-04 1.31E-05 3.02E-06 2.66E-05 1.11E-07
   4.25E+06 5.43E-07 4.67E-05 6.18E-07 1.02E-04 1.52E-06 5.33E-03 2.82E-04 1.33E-05 3.12E-06 2.71E-05 1.19E-07
   4.55E+06 1.16E-06 4.69E-05 6.35E-07 1.04E-04 1.66E-06 5.33E-03 2.85E-04 1.35E-05 3.21E-06 2.75E-05 1.26E-07
   4.85E+06 1.86E-06 4.71E-05 6.48E-07 1.05E-04 1.77E-06 5.33E-03 2.87E-04 1.36E-05 3.28E-06 2.78E-05 1.32E-07
   5.15E+06 2.51E-06 4.72E-05 6.58E-07 1.07E-04 1.85E-06 5.33E-03 2.88E-04 1.37E-05 3.34E-06 2.81E-05 1.37E-07
   5.45E+06 3.07E-06 4.73E-05 6.66E-07 1.07E-04 1.92E-06 5.34E-03 2.89E-04 1.38E-05 3.38E-06 2.83E-05 1.41E-07
   5.75E+06 3.52E-06 4.74E-05 6.72E-07 1.08E-04 1.97E-06 5.34E-03 2.90E-04 1.38E-05 3.42E-06 2.85E-05 1.44E-07
   6.05E+06 3.87E-06 4.74E-05 6.77E-07 1.09E-04 2.01E-06 5.34E-03 2.90E-04 1.39E-05 3.44E-06 2.86E-05 1.46E-07
   6.35E+06 4.13E-06 4.74E-05 6.80E-07 1.09E-04 2.04E-06 5.34E-03 2.90E-04 1.39E-05 3.46E-06 2.86E-05 1.48E-07
   6.65E+06 4.33E-06 4.75E-05 6.83E-07 1.09E-04 2.06E-06 5.34E-03 2.91E-04 1.39E-05 3.47E-06 2.87E-05 1.49E-07
   6.95E+06 4.48E-06 4.75E-05 6.84E-07 1.10E-04 2.08E-06 5.34E-03 2.91E-04 1.39E-05 3.47E-06 2.87E-05 1.49E-07
   7.25E+06 4.59E-06 4.75E-05 6.85E-07 1.10E-04 2.08E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.87E-05 1.50E-07
   7.55E+06 4.66E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.87E-05 1.50E-07
   7.85E+06 4.72E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   8.15E+06 4.75E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   8.45E+06 4.77E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   8.75E+06 4.79E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   9.05E+06 4.80E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   9.35E+06 4.80E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   9.65E+06 4.80E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07
   9.95E+06 4.80E-06 4.75E-05 6.86E-07 1.10E-04 2.09E-06 5.34E-03 2.91E-04 1.39E-05 3.48E-06 2.88E-05 1.50E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 3.77E-07 1.74E-03 2.21E-04 1.42E-03 3.91E-03 7.24E-05 4.75E-06 6.56E-09
   3.50E+05 1.28E-06 1.93E-03 2.53E-04 1.68E-03 4.48E-03 9.79E-05 6.96E-06 2.49E-08
   6.50E+05 2.74E-06 1.74E-03 2.98E-04 2.83E-03 5.03E-03 4.69E-04 2.96E-03 9.42E-07
   9.50E+05 4.84E-06 2.04E-03 2.76E-04 2.15E-03 4.89E-03 1.43E-04 1.84E-05 1.40E-07
   1.25E+06 7.30E-06 2.04E-03 2.82E-04 2.40E-03 5.01E-03 1.83E-04 7.51E-05 2.39E-07
   1.55E+06 1.01E-05 2.05E-03 2.98E-04 2.74E-03 5.26E-03 2.79E-04 6.00E-04 3.57E-07
   1.85E+06 1.22E-05 2.05E-03 3.21E-04 3.04E-03 5.54E-03 4.00E-04 1.82E-03 4.61E-07
   2.15E+06 1.34E-05 2.05E-03 3.33E-04 3.18E-03 5.67E-03 4.63E-04 2.53E-03 5.39E-07
   2.45E+06 1.41E-05 2.04E-03 3.38E-04 3.23E-03 5.72E-03 4.88E-04 2.81E-03 6.02E-07
   2.75E+06 1.46E-05 2.04E-03 3.39E-04 3.25E-03 5.74E-03 4.99E-04 2.92E-03 6.59E-07
   3.05E+06 1.49E-05 2.04E-03 3.40E-04 3.26E-03 5.75E-03 5.04E-04 2.97E-03 7.14E-07
   3.35E+06 1.52E-05 2.04E-03 3.41E-04 3.26E-03 5.75E-03 5.07E-04 2.99E-03 7.66E-07
   3.65E+06 1.54E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.08E-04 3.01E-03 8.14E-07
   3.95E+06 1.56E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.09E-04 3.02E-03 8.57E-07
   4.25E+06 1.58E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.10E-04 3.02E-03 8.94E-07
   4.55E+06 1.59E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.10E-04 3.03E-03 9.26E-07
   4.85E+06 1.60E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.10E-04 3.03E-03 9.51E-07
   5.15E+06 1.61E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 9.73E-07
   5.45E+06 1.62E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 9.90E-07
   5.75E+06 1.62E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.00E-06
   6.05E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.01E-06
   6.35E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.02E-06
   6.65E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.02E-06
   6.95E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   7.25E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   7.55E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   7.85E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   8.15E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   8.45E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   8.75E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   9.05E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   9.35E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   9.65E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06
   9.95E+06 1.63E-05 2.04E-03 3.41E-04 3.27E-03 5.76E-03 5.11E-04 3.03E-03 1.03E-06

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.25E-02 5.40E-05 1.38E-03 1.35E-06 2.27E-06 1.95E-04 4.53E-07 2.15E-09
   3.50E+05 2.28E-02 8.46E-05 1.61E-03 4.40E-06 7.36E-06 2.53E-04 5.19E-07 8.56E-09
   6.50E+05 2.25E-02 3.82E-04 3.52E-03 8.71E-06 1.52E-05 2.98E-04 5.73E-07 2.33E-08
   9.50E+05 2.28E-02 1.41E-04 1.82E-03 1.43E-05 2.66E-05 3.44E-04 6.22E-07 5.33E-08
   1.25E+06 2.27E-02 1.80E-04 1.95E-03 2.19E-05 4.28E-05 4.19E-04 6.70E-07 9.86E-08
   1.55E+06 2.26E-02 2.56E-04 2.40E-03 3.22E-05 6.87E-05 5.75E-04 7.09E-07 1.62E-07
   1.85E+06 2.25E-02 3.44E-04 3.14E-03 4.18E-05 9.64E-05 7.65E-04 7.40E-07 2.31E-07
   2.15E+06 2.25E-02 3.89E-04 3.54E-03 4.88E-05 1.17E-04 9.00E-04 7.61E-07 2.93E-07
   2.45E+06 2.25E-02 4.07E-04 3.70E-03 5.43E-05 1.32E-04 9.86E-04 7.76E-07 3.53E-07
   2.75E+06 2.25E-02 4.14E-04 3.76E-03 5.89E-05 1.45E-04 1.04E-03 7.86E-07 4.14E-07
   3.05E+06 2.25E-02 4.17E-04 3.79E-03 6.27E-05 1.55E-04 1.07E-03 7.92E-07 4.77E-07
   3.35E+06 2.25E-02 4.19E-04 3.81E-03 6.57E-05 1.63E-04 1.10E-03 7.95E-07 5.41E-07
   3.65E+06 2.25E-02 4.20E-04 3.82E-03 6.79E-05 1.68E-04 1.11E-03 7.98E-07 6.03E-07
   3.95E+06 2.25E-02 4.21E-04 3.82E-03 6.98E-05 1.73E-04 1.12E-03 7.99E-07 6.61E-07
   4.25E+06 2.25E-02 4.21E-04 3.83E-03 7.14E-05 1.75E-04 1.13E-03 8.00E-07 7.14E-07
   4.55E+06 2.25E-02 4.21E-04 3.83E-03 7.31E-05 1.78E-04 1.13E-03 8.01E-07 7.60E-07
   4.85E+06 2.25E-02 4.21E-04 3.83E-03 7.46E-05 1.79E-04 1.13E-03 8.01E-07 7.99E-07
   5.15E+06 2.25E-02 4.21E-04 3.83E-03 7.59E-05 1.80E-04 1.13E-03 8.01E-07 8.32E-07
   5.45E+06 2.25E-02 4.21E-04 3.83E-03 7.70E-05 1.80E-04 1.13E-03 8.02E-07 8.59E-07
   5.75E+06 2.25E-02 4.21E-04 3.83E-03 7.78E-05 1.81E-04 1.13E-03 8.02E-07 8.82E-07
   6.05E+06 2.25E-02 4.21E-04 3.83E-03 7.84E-05 1.81E-04 1.13E-03 8.02E-07 9.00E-07
   6.35E+06 2.25E-02 4.21E-04 3.83E-03 7.89E-05 1.81E-04 1.14E-03 8.02E-07 9.15E-07
   6.65E+06 2.25E-02 4.21E-04 3.83E-03 7.93E-05 1.82E-04 1.14E-03 8.02E-07 9.26E-07
   6.95E+06 2.25E-02 4.21E-04 3.83E-03 7.96E-05 1.82E-04 1.14E-03 8.02E-07 9.33E-07
   7.25E+06 2.25E-02 4.21E-04 3.83E-03 7.98E-05 1.82E-04 1.14E-03 8.02E-07 9.37E-07
   7.55E+06 2.25E-02 4.21E-04 3.83E-03 8.00E-05 1.82E-04 1.14E-03 8.02E-07 9.39E-07
   7.85E+06 2.25E-02 4.21E-04 3.83E-03 8.01E-05 1.82E-04 1.14E-03 8.02E-07 9.41E-07
   8.15E+06 2.25E-02 4.21E-04 3.83E-03 8.02E-05 1.82E-04 1.14E-03 8.02E-07 9.41E-07
   8.45E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
   8.75E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
   9.05E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
   9.35E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
   9.65E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
   9.95E+06 2.25E-02 4.21E-04 3.83E-03 8.03E-05 1.82E-04 1.14E-03 8.02E-07 9.42E-07
 N = 353  EMAX = 4.59E-07 FOR HSO     AT Z = 1.65E+06 U = 4.89E-27 RHS = 2.24E-33  DT = 2.64E+17  TIME = 5.00E+17
 
 BEFOREOUT
 N=                   353 NN=                 10000 SN=  0.000000000000000E+000 
 NS=                     0

 TIME = 0.5000E+18     TIMEY =   1.5855E+10 YEARS

 NPHOT =928

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  5.00E+04 5.27E-11 2.59E-15 1.13E-02 1.11E-13 1.44E-11 1.26E-09 6.55E-10 7.25E-18 7.00E-08 3.65E-07 3.48E-08 5.20E-10
  1.50E+05 5.92E-11 5.81E-15 6.98E-03 1.78E-13 1.62E-11 1.32E-09 1.23E-09 9.64E-18 7.00E-08 3.61E-07 2.72E-08 5.75E-10
  2.50E+05 6.44E-11 1.41E-14 4.15E-03 2.73E-13 1.75E-11 1.28E-09 2.54E-09 1.21E-17 7.00E-08 3.57E-07 2.10E-08 6.00E-10
  3.50E+05 6.53E-11 3.24E-14 2.26E-03 3.80E-13 1.80E-11 1.16E-09 4.98E-09 1.37E-17 7.00E-08 3.53E-07 1.61E-08 5.66E-10
  5.50E+05 5.85E-11 1.39E-13 7.83E-04 7.09E-13 1.98E-11 8.78E-10 1.48E-08 1.98E-17 7.01E-08 3.46E-07 9.76E-09 4.22E-10
  7.50E+05 4.06E-11 4.43E-13 1.66E-04 8.67E-13 1.71E-11 5.77E-10 3.39E-08 2.01E-17 7.03E-08 3.42E-07 6.95E-09 2.41E-10
  9.50E+05 2.20E-11 1.06E-12 1.30E-05 7.00E-13 9.65E-12 2.60E-10 6.15E-08 1.23E-17 7.04E-08 3.40E-07 6.41E-09 9.04E-11
  1.15E+06 9.13E-12 2.87E-12 9.38E-07 5.65E-13 4.48E-12 6.05E-11 1.11E-07 9.28E-18 7.06E-08 3.35E-07 7.39E-09 1.73E-11
  1.35E+06 9.98E-12 1.11E-11 9.78E-07 1.26E-12 5.92E-12 4.33E-11 1.84E-07 3.76E-17 7.11E-08 3.15E-07 8.98E-09 1.62E-11
  1.55E+06 1.05E-11 2.98E-11 1.07E-06 3.24E-12 7.21E-12 3.02E-11 1.67E-07 1.68E-16 7.13E-08 2.67E-07 8.58E-09 1.12E-11
  1.75E+06 9.02E-12 5.84E-11 1.19E-06 7.17E-12 8.35E-12 2.23E-11 1.01E-07 6.95E-16 7.20E-08 2.06E-07 7.93E-09 5.89E-12
  1.95E+06 6.88E-12 8.96E-11 1.30E-06 1.26E-11 1.05E-11 2.18E-11 5.64E-08 2.27E-15 7.56E-08 1.52E-07 8.40E-09 3.47E-12
  2.15E+06 5.18E-12 1.19E-10 1.37E-06 1.95E-11 1.41E-11 2.48E-11 3.17E-08 6.22E-15 8.44E-08 1.13E-07 9.62E-09 2.34E-12
  2.35E+06 4.00E-12 1.46E-10 1.40E-06 2.90E-11 1.97E-11 3.03E-11 1.81E-08 1.57E-14 9.93E-08 8.67E-08 1.13E-08 1.71E-12
  2.55E+06 3.17E-12 1.74E-10 1.42E-06 4.21E-11 2.79E-11 3.85E-11 1.06E-08 3.80E-14 1.21E-07 6.85E-08 1.35E-08 1.33E-12
  2.75E+06 2.57E-12 2.07E-10 1.41E-06 5.99E-11 3.92E-11 4.95E-11 6.39E-09 9.04E-14 1.51E-07 5.53E-08 1.63E-08 1.06E-12
  2.95E+06 2.09E-12 2.50E-10 1.39E-06 8.36E-11 5.41E-11 6.33E-11 3.97E-09 2.13E-13 1.92E-07 4.52E-08 1.99E-08 8.53E-13
  3.15E+06 1.70E-12 3.09E-10 1.35E-06 1.14E-10 7.31E-11 7.94E-11 2.56E-09 4.98E-13 2.45E-07 3.68E-08 2.45E-08 6.81E-13
  3.35E+06 1.42E-12 3.93E-10 1.30E-06 1.52E-10 9.64E-11 9.75E-11 1.71E-09 1.16E-12 3.12E-07 2.93E-08 3.07E-08 5.29E-13
  3.55E+06 1.54E-12 5.11E-10 1.23E-06 2.01E-10 1.26E-10 1.20E-10 1.18E-09 2.72E-12 3.97E-07 2.22E-08 4.02E-08 3.93E-13
  3.75E+06 2.56E-12 6.70E-10 1.14E-06 2.69E-10 1.71E-10 1.56E-10 8.19E-10 6.61E-12 4.97E-07 1.57E-08 5.79E-08 2.76E-13
  3.95E+06 4.22E-12 8.78E-10 1.03E-06 3.66E-10 2.39E-10 2.20E-10 5.71E-10 1.69E-11 6.14E-07 9.94E-09 9.19E-08 1.79E-13
  4.15E+06 5.30E-12 1.18E-09 9.06E-07 4.97E-10 3.35E-10 3.10E-10 4.08E-10 4.41E-11 7.47E-07 5.61E-09 1.54E-07 1.04E-13
  4.35E+06 5.10E-12 1.69E-09 7.63E-07 6.53E-10 4.45E-10 4.03E-10 3.10E-10 1.15E-10 8.94E-07 2.85E-09 2.64E-07 5.27E-14
  4.55E+06 4.09E-12 2.64E-09 6.07E-07 8.05E-10 5.47E-10 4.60E-10 2.55E-10 2.97E-10 1.05E-06 1.34E-09 4.86E-07 2.39E-14
  4.75E+06 2.97E-12 4.59E-09 4.47E-07 9.01E-10 6.13E-10 4.52E-10 2.30E-10 7.69E-10 1.21E-06 6.00E-10 1.01E-06 1.00E-14
  4.95E+06 2.09E-12 9.10E-09 2.96E-07 8.85E-10 5.98E-10 3.50E-10 2.33E-10 1.98E-09 1.36E-06 2.65E-10 2.27E-06 3.73E-15
  5.15E+06 1.48E-12 2.19E-08 1.74E-07 7.35E-10 4.68E-10 1.81E-10 2.78E-10 4.86E-09 1.48E-06 1.17E-10 4.85E-06 1.07E-15
  5.35E+06 1.02E-12 6.53E-08 9.56E-08 5.06E-10 2.84E-10 5.86E-11 3.99E-10 1.12E-08 1.55E-06 5.40E-11 8.95E-06 2.04E-16
  5.55E+06 5.62E-13 2.89E-07 5.07E-08 2.80E-10 1.31E-10 1.20E-11 7.73E-10 2.86E-08 1.59E-06 2.60E-11 1.43E-05 2.63E-17
  5.75E+06 1.41E-13 2.62E-06 2.55E-08 7.53E-11 2.50E-11 1.07E-12 3.04E-09 6.22E-08 1.60E-06 1.31E-11 2.02E-05 2.69E-18
  5.95E+06 3.15E-14 1.09E-05 1.28E-08 3.20E-11 6.33E-12 9.01E-14 6.60E-09 8.82E-08 1.60E-06 7.00E-12 2.60E-05 3.20E-19
  6.15E+06 1.05E-14 2.73E-05 6.61E-09 1.74E-11 2.16E-12 8.62E-15 9.36E-09 1.05E-07 1.60E-06 3.94E-12 3.18E-05 4.88E-20
  6.35E+06 4.71E-15 5.25E-05 3.58E-09 9.99E-12 8.73E-13 9.75E-16 1.03E-08 1.15E-07 1.59E-06 2.35E-12 3.73E-05 9.72E-21
  6.55E+06 2.56E-15 8.58E-05 2.03E-09 5.71E-12 3.92E-13 1.32E-16 9.41E-09 1.23E-07 1.59E-06 1.47E-12 4.27E-05 2.47E-21
  6.75E+06 1.61E-15 1.26E-04 1.20E-09 3.18E-12 1.89E-13 2.09E-17 7.51E-09 1.28E-07 1.59E-06 9.68E-13 4.79E-05 7.55E-22
  6.95E+06 1.15E-15 1.68E-04 7.43E-10 1.72E-12 9.62E-14 3.91E-18 5.35E-09 1.31E-07 1.59E-06 6.65E-13 5.30E-05 2.65E-22
  7.15E+06 9.15E-16 2.11E-04 4.85E-10 9.15E-13 5.16E-14 8.64E-19 3.48E-09 1.34E-07 1.59E-06 4.80E-13 5.77E-05 1.04E-22
  7.35E+06 7.76E-16 2.53E-04 3.26E-10 4.75E-13 2.84E-14 2.13E-19 2.12E-09 1.35E-07 1.59E-06 3.55E-13 6.24E-05 4.34E-23
  7.55E+06 6.71E-16 2.95E-04 2.18E-10 2.40E-13 1.57E-14 5.32E-20 1.22E-09 1.37E-07 1.58E-06 2.63E-13 6.74E-05 1.80E-23
  7.75E+06 5.92E-16 3.37E-04 1.45E-10 1.20E-13 8.74E-15 1.35E-20 6.67E-10 1.38E-07 1.58E-06 1.95E-13 7.27E-05 7.43E-24
  7.95E+06 5.30E-16 3.77E-04 9.69E-11 5.93E-14 4.90E-15 3.48E-21 3.51E-10 1.39E-07 1.58E-06 1.44E-13 7.81E-05 3.06E-24
  8.15E+06 4.82E-16 4.14E-04 6.46E-11 2.97E-14 2.76E-15 9.09E-22 1.78E-10 1.40E-07 1.58E-06 1.07E-13 8.35E-05 1.26E-24
  8.35E+06 4.43E-16 4.47E-04 4.31E-11 1.55E-14 1.57E-15 2.41E-22 8.81E-11 1.40E-07 1.58E-06 7.94E-14 8.89E-05 5.23E-25
  8.55E+06 4.10E-16 4.78E-04 2.89E-11 8.71E-15 8.97E-16 6.51E-23 4.28E-11 1.40E-07 1.58E-06 5.92E-14 9.41E-05 2.17E-25
  8.75E+06 3.81E-16 5.08E-04 1.95E-11 5.50E-15 5.15E-16 1.78E-23 2.05E-11 1.40E-07 1.57E-06 4.44E-14 9.91E-05 9.07E-26
  8.95E+06 3.55E-16 5.36E-04 1.33E-11 4.00E-15 2.96E-16 4.98E-24 9.73E-12 1.40E-07 1.57E-06 3.36E-14 1.04E-04 3.80E-26
  9.15E+06 3.32E-16 5.65E-04 9.11E-12 3.33E-15 1.71E-16 1.42E-24 4.60E-12 1.40E-07 1.56E-06 2.57E-14 1.08E-04 1.60E-26
  9.35E+06 3.11E-16 5.95E-04 6.38E-12 3.06E-15 9.78E-17 4.16E-25 2.17E-12 1.40E-07 1.55E-06 1.99E-14 1.12E-04 6.72E-27
  9.55E+06 2.94E-16 6.29E-04 4.60E-12 2.98E-15 5.57E-17 1.26E-25 1.02E-12 1.40E-07 1.54E-06 1.58E-14 1.16E-04 2.85E-27
  9.75E+06 2.83E-16 6.69E-04 3.49E-12 2.99E-15 3.12E-17 4.08E-26 4.80E-13 1.39E-07 1.53E-06 1.30E-14 1.19E-04 1.25E-27
  9.95E+06 2.80E-16 7.17E-04 2.88E-12 3.03E-15 1.70E-17 1.86E-26 2.25E-13 1.38E-07 1.51E-06 1.13E-14 1.22E-04 6.88E-28
     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  

 TP, TL
           1.02E+11 6.76E+14 7.80E+11 2.49E+12 2.29E+12 2.95E+11 6.74E+14 1.87E+12 2.31E+10 0.00E+00 4.00E+11 2.35E+11
